Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Selfless Collector's GreatHelm,Sinful Gladiator's Amulet,Selfless Collector's Spaulders,,Abdominal Securing Chestguard,Shadowghast Waistguard,Selfless Collector's Legguards,Errant Crusader's Greaves,Selfless Collector's Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Entwined Gorger Tendril,Splintered Heart of Al'ar,Gluttonous Spike,Crest of the Legionnaire General,Axe of the Deadgrove,Encrusted Canopic Lid,Stormwind Tabard,155452912
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Bracers of the Tenebrous Retinue,Distorted Construct's Gauntlets,Signet of the False Accuser,Bloodoath Signet,Darkmoon Deck: Indomitable,Sinful Aspirant's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Aspirant's Sword,Barricade of the Endless Empire,,192574317
Shieldguard's Greathelm,Sinful Gladiator's Necklace,Selfless Collector's Spaulders,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Selfless Collector's Legguards,Selfless Collector's Warboots,Selfless Collector's Wristguards,Colossal Plate Gauntlets,Fleshfused Circle,Death God's Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,Renowned Guild Tabard,124121662
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Spare Meat Hook,Bargast's Leash,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,,162610036
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Precious' Ribbon,Breastplate of Fatal Contrivances,Ember-Scarred Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Bloodoath Signet,Entwined Gorger Tendril,Anima Field Emitter,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Supercollider,Encrusted Canopic Lid,Tabard of the Lightbringer,108794244
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Selfless Collector's Gauntlets,Death God's Signet,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Gluttonous Spike,Shroud of the Penitent,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Wyrmrest Accord,138013266
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Master Builder's Shirt,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Hardened Castle Crushers,Fleshfused Circle,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Slimy Consumptive Organ,Drape of Twisted Loyalties,Stoneborn Terrorblade,Encrusted Canopic Lid,Court of Harvesters Tabard,88295110
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Arachnid Cipher Ring,Inscrutable Quantum Device,Overwhelming Power Crystal,Cloak of Enveloping Manifestations,Gorestained Cleaver,Encrusted Canopic Lid,,164798624
Wrathbark Greathelm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,,Abdominal Securing Chestguard,Selfless Collector's Girdle,Selfless Collector's Legguards,Selfless Collector's Warboots,Hellhound Cuffs,Hardened Castle Crushers,Shadowghast Ring,Entwined Gorger Tendril,Anima Field Emitter,Macabre Sheet Music,Dealer Xy'exa's Cape,Sacred Sparrer's Edge,Encrusted Canopic Lid,,143546518
Diadem of Imperious Desire,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Valinor's Ground Pounders,Thunderous Echo Vambraces,Gauntlets of the Iron Furnace,Signet of the False Accuser,Bloodoath Signet,Inscrutable Quantum Device,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Duskwarder Scimitar,Acidslough Bulwark,,1576452
Oversized Centurion Helm,Trailspinner Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Selfless Collector's Wristguards,Guilewind Stone Talons,Signet of the False Accuser,Arachnid Cipher Ring,Darkmoon Deck: Indomitable,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Elysian Sentinel's Aegis,Illustrious Guild Tabard,133920826
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,White Swashbuckler's Shirt,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Ascended Gladius of Glory,Encrusted Canopic Lid,Renowned Guild Tabard,148198080
Sinful Gladiator's Plate Helm,Sinful Gladiator's Amulet,Pauldrons of Unleashed Pride,,Sinful Gladiator's Plate Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Gauntlets,Hyperlight Band,Ritual Bone Band,Blood-Spattered Scale,Slimy Consumptive Organ,Crest of the Legionnaire General,Axe of the Deadgrove,Chyrus's Crest of Hope,Renowned Guild Tabard,158366847
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,Tushui Tabard,107271066
Shadowghast Helm,Noble's Birthstone Pendant,Sinful Gladiator's Plate Pauldrons,,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Hyperlight Band,Splintered Heart of Al'ar,Slimy Consumptive Organ,Sinful Gladiator's Drape,Xandria's Kopis of Courage,Sinful Gladiator's Guard,Tabard of the Ascended,174637182
Diadem of Imperious Desire,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Binding of Warped Desires,Endlessly Gluttonous Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,,121115669
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Signet of the False Accuser,Hyperlight Band,Inscrutable Quantum Device,Gluttonous Spike,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Lightbringer,149583156
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Anima Field Emitter,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,,187022384
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Rampaging Giant's Chestplate,Binding of Warped Desires,Ceremonial Parade Legguards,Dynamo Doomstompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Fleshfused Circle,Ring of Perpetual Conflict,Gluttonous Spike,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Barricade of the Endless Empire,Gilneas Tabard,158713851
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Artisan Officer's Shirt,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Inscrutable Quantum Device,Gluttonous Spike,Cloak of Enveloping Manifestations,Supercollider,Acidslough Bulwark,Renowned Guild Tabard,93958393
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Binding of Warped Desires,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,,138204505
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Bladedancer's Armor Kit,Anima Field Emitter,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,Tabard of the Explorer,162561989
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Sightless Mantle,Breastplate of Fatal Contrivances,Selfless Collector's Girdle,Gormshell Greaves,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Arachnid Cipher Ring,Death God's Signet,Pulsating Stoneheart,Darkmoon Deck: Voracity,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,Renowned Guild Tabard,167000343
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Artisan Member's Shirt,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Shadowghast Ring,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Guard,Tabard of the Lightbringer,197508562
Wrathbark Greathelm,Sin Stained Pendant,Vile Butcher's Pauldrons,Orange Mageweave Shirt,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Bladedancer's Armor Kit,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sinful Aspirant's Sword,Acidslough Bulwark,,174630932
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Sinful Gladiator's Plate Wristguards,Fleshfused Crushers,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Sinful Aspirant's Badge of Ferocity,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,,154500117
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Stylish Black Shirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Stone Legion Heraldry,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,Tabard of the Kirin Tor,131403913
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Red Linen Shirt,Abdominal Securing Chestguard,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Selfless Collector's Warboots,Shoulderblade Vambraces,Selfless Collector's Gauntlets,Ritual Commander's Ring,Band of the Risen Bonelord,Slimy Consumptive Organ,Gluttonous Spike,Cloak of Enveloping Manifestations,Sinful Aspirant's Mace,Acidslough Bulwark,Tabard of the Ascended,237888346
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Desm's Fistos,Sinful Aspirant's Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,Tabard of the Lightbringer,81642790
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Artisan Member's Shirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Ritual Bone Band,Ring of Perpetual Conflict,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Elysian Sentinel's Aegis,,65119615
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Dreadfire Vessel,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Encrusted Canopic Lid,Tabard of the Dark Iron,167242394
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Antiseptic-Soaked Dressing,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Shadowsteel Gauntlets,Ritual Commander's Ring,Entwined Gorger Tendril,Darkmoon Deck: Indomitable,Inscrutable Quantum Device,Drape of Twisted Loyalties,Axe of the Deadgrove,Waylight Defender,Nightfallen Tabard,158522043
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Shadowghast Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Inscrutable Quantum Device,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,,169830595
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Fashionable Undershirt,Breastplate of Otherworldly Influence,Sapsteel Clasp,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Anima Field Emitter,Stone Legion Heraldry,Cowled Batwing Cloak,Sophisticated Bonecracker,Builwark of the Stone Legion,Baradin's Wardens Tabard,92976171
Selfless Collector's GreatHelm,Sin Stained Pendant,Shadowghast Pauldrons,Scarlet Filigreed Doublet,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Bloodoath Signet,Gluttonous Spike,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Axe of the Deadgrove,Elysian Sentinel's Aegis,Darkspear Tabard,111284359
Selfless Collector's GreatHelm,Sin Stained Pendant,Prankster's Pauldrons,,Selfless Collector's Chestplate,Binding of Warped Desires,Gormshell Greaves,Valinor's Ground Pounders,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Entwined Gorger Tendril,Spare Meat Hook,Pulsating Stoneheart,Grim-Veiled Cape,Axe of the Deadgrove,Encrusted Canopic Lid,,176721303
Sinful Aspirant's Plate Helm,Sinful Aspirant's Necklace,Sinful Gladiator's Plate Pauldrons,,Breastplate of Cautious Calculation,Stonebark Girdle,Sinful Aspirant's Plate Legguards,Muckwallow Stompers,Shadowghast Armguards,Fogweaver Gauntlets,Twisted Witherroot Band,Sinful Gladiator's Ring,Sinful Gladiator's Medallion,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,68618870
Shadowghast Helm,Trailspinner Pendant,Selfless Collector's Spaulders,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,,175114539
Casque of the Path,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Fallen Templar's Gauntlets,Twisted Witherroot Band,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Drape of Twisted Loyalties,Gorestained Cleaver,Encrusted Canopic Lid,,150682625
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Ritual Bone Band,Bloodoath Signet,Slimy Consumptive Organ,Inscrutable Quantum Device,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,,191894312
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Slimy Consumptive Organ,Bargast's Leash,Blighted Margrave's Cloak,Sinsmasher,Barricade of the Endless Empire,Tabard of the Ascended,112725711
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Wraps of the Blood-Soaked Brawler,Breastplate of Otherworldly Influence,Stonebark Girdle,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritualist's Treasured Ring,Band of the Risen Bonelord,Blood-Spattered Scale,Sanguine Vintage,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Ascended,114632965
Selfless Collector's GreatHelm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Ardent Sunstar Signet,Death God's Signet,Bargast's Leash,Sanguine Vintage,Grim-Veiled Cape,Sacred Sparrer's Edge,Elysian Sentinel's Aegis,Guild Tabard,159974056
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Death God's Signet,Ring of Perpetual Conflict,Gluttonous Spike,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Gorestained Cleaver,Elysian Sentinel's Aegis,,123867178
Wrathbark Greathelm,Sin Stained Pendant,Dread Sentinel's Ebony Spaulders,,Dread Sentinel's Ebony Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Dread Sentinel's Ebony Greatboots,Sapsteel Vambraces,Guilewind Stone Talons,Arachnid Cipher Ring,Shadowghast Ring,Blood-Spattered Scale,Macabre Sheet Music,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,Bilgewater Cartel Tabard,173384551
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Binding of Warped Desires,Legplates of Unholy Frenzy,Selfless Collector's Warboots,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Ring of Perpetual Conflict,Most Regal Signet of Sire Denathrius,Darkmoon Deck: Indomitable,Blood-Spattered Scale,Drape of Twisted Loyalties,Xandria's Kopis of Courage,Barricade of the Endless Empire,,159094565
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Selfless Collector's Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Selfless Collector's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Hyperlight Band,Pulsating Stoneheart,Darkmoon Deck: Indomitable,Selfless Collector's Greatcloak,Axe of the Deadgrove,Encrusted Canopic Lid,,3972532
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Master Duelist's Chit,Gluttonous Spike,Mantle of Manifest Sins,Engorged Worm Smasher,Sinful Gladiator's Guard,Renowned Guild Tabard,226281135
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stonebark Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Colossal Plate Gauntlets,Twisted Witherroot Band,Ritualist's Treasured Ring,Phial of Putrefaction,Inscrutable Quantum Device,Decadent Nathrian Shawl,Supercollider,Builwark of the Stone Legion,Court of Harvesters Tabard,161215721
Wing Commander's Helmet,Trailspinner Pendant,Selfless Collector's Spaulders,,Selfless Collector's Chestplate,Binding of Warped Desires,Shadowghast Greaves,Selfless Collector's Warboots,Thunderous Echo Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Punishing Loop,Flame of Battle,Darkmoon Deck: Indomitable,Selfless Collector's Greatcloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,,154607378
Diadem of Imperious Desire,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Shadowghast Greaves,Valinor's Ground Pounders,Horologist's Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Shawl of the Caretaker,Engorged Worm Smasher,The Boreal Guard,Renowned Guild Tabard,196649987
Plague Handler's Greathelm,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Hellhound Cuffs,Selfless Collector's Gauntlets,Sinful Gladiator's Ring,Arachnid Cipher Ring,Overwhelming Power Crystal,Darkmoon Deck: Indomitable,Sinful Gladiator's Drape,Engorged Worm Smasher,Acidslough Bulwark,,154260401
Wrathbark Greathelm,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Tailored Officer's Shirt,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Sinful Aspirant's Plate Warboots,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Sinful Gladiator's Shawl,Sinful Aspirant's Sword,Barricade of the Endless Empire,Renowned Guild Tabard,245976554
Wrathbark Greathelm,Sin Stained Pendant,Sapsteel Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Anima Field Emitter,Cloak of Enveloping Manifestations,Supercollider,Barricade of the Endless Empire,,177117606
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Shieldguard's Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Darkmoon Deck: Voracity,Dealer Xy'exa's Cape,Sacred Sparrer's Edge,Acidslough Bulwark,,107348857
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Selfless Collector's Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Shadowghast Ring,Darkmoon Deck: Voracity,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,,176309176
Sinful Aspirant's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Chestplate of the March Warden,Stoic Guardsman's Belt,Archaedas' Lost Legplates,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fallen Templar's Gauntlets,Arachnid Cipher Ring,Ritual Commander's Ring,Splintered Heart of Al'ar,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Aspirant's Barrier,,195388655
Selfless Collector's GreatHelm,Sin Stained Pendant,Shadowghast Pauldrons,Wound Dressing,Selfless Collector's Chestplate,Selfless Collector's Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Guilewind Stone Talons,Band of the Risen Bonelord,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Gladiator's Guard,Guild Tabard,191018791
Shieldguard's Greathelm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Selfless Collector's Warboots,Pit Fighter's Wristguards,Guilewind Stone Talons,Ritual Bone Band,Fleshfused Circle,Blood-Spattered Scale,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Sinful Aspirant's Mace,Barricade of the Endless Empire,Tabard of the Ascended,208240427
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,,Selfless Collector's Chestplate,Binding of Warped Desires,Gormshell Greaves,Dynamo Doomstompers,Selfless Collector's Wristguards,Guilewind Stone Talons,Twisted Witherroot Band,Death God's Signet,Pulsating Stoneheart,Slimy Consumptive Organ,Blighted Margrave's Cloak,Sinsmasher,Elysian Sentinel's Aegis,Tabard of the Dark Iron,188546529
Casque of the Path,Sin Stained Pendant,Shadowghast Pauldrons,,Chestplate of the March Warden,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Encrusted Canopic Lid,,126401830
